CustomerID,Age,Gender,ContractType,SignupDate
CUST_2776,43.0,Male,Monthly,2018-12-13
CUST_2777,27.0,Male,Prepaid,2020-06-27
CUST_2778,43.0,Male,Monthly,2019-09-20
CUST_2779,19.0,Male,Monthly,2020-08-01
CUST_2780,43.0,Male,Monthly,2023-04-07
CUST_2781,43.0,Female,Prepaid,2018-09-22
CUST_2782,43.0,Male,Prepaid,2019-11-09
CUST_2783,32.0,Male,Prepaid,2022-09-20
CUST_2784,26.0,Female,Monthly,2018-04-07
CUST_2785,40.0,Female,Yearly,2022-03-12
CUST_2786,36.0,Female,Yearly,2019-01-01
CUST_2787,43.0,Male,Prepaid,2020-05-02
CUST_2788,43.0,Male,Yearly,2020-12-01
CUST_2789,38.0,Male,Prepaid,2019-09-25
CUST_2790,26.0,Male,Monthly,2019-05-19
CUST_2791,45.0,Female,Monthly,2019-03-15
CUST_2792,63.0,Female,Prepaid,2020-09-15
CUST_2793,68.0,Male,Prepaid,2020-10-22
CUST_2794,24.0,Male,Prepaid,2021-03-03
CUST_2795,33.0,Male,Monthly,2023-04-24
CUST_2796,33.0,Male,Monthly,2018-07-26
CUST_2797,50.0,Female,Monthly,2019-06-22
CUST_2798,43.0,Female,Yearly,2019-10-29
CUST_2799,21.0,Male,Monthly,2018-08-10
CUST_2800,56.0,Female,Monthly,2022-04-21
CUST_2801,43.0,Male,Monthly,2019-08-19
CUST_2802,43.0,Male,Prepaid,2021-06-08
CUST_2803,43.0,Female,Prepaid,2021-12-19
CUST_2804,56.0,Male,Monthly,2022-05-28
CUST_2805,69.0,Female,Monthly,2018-10-01
CUST_2806,46.0,Male,Yearly,2019-10-24
CUST_2807,43.0,Female,Prepaid,2020-02-06
CUST_2808,43.0,Male,Prepaid,2018-12-21
CUST_2809,55.0,Female,Prepaid,2019-10-20
CUST_2810,56.0,Male,Prepaid,2021-03-19
CUST_2811,43.0,Male,Monthly,2019-04-25
CUST_2812,54.0,Female,Yearly,2019-03-18
CUST_2813,43.0,Male,Monthly,2020-09-18
CUST_2814,43.0,Female,Monthly,2020-05-10
CUST_2815,24.0,Female,Monthly,2023-04-18
CUST_2816,44.0,Male,Prepaid,2018-07-02
CUST_2817,45.0,Male,Yearly,2020-08-18
CUST_2818,39.0,Male,Monthly,2022-10-19
CUST_2819,31.0,Male,Prepaid,2023-06-20
CUST_2820,24.0,Female,Monthly,2020-07-03
CUST_2821,43.0,Male,Monthly,2020-01-07
CUST_2822,39.0,Male,Prepaid,2018-08-13
CUST_2823,22.0,Male,Prepaid,2022-01-30
CUST_2824,19.0,Female,Prepaid,2019-12-05
CUST_2825,43.0,Male,Prepaid,2019-01-24
CUST_2826,43.0,Female,Prepaid,2019-05-08
CUST_2827,43.0,Male,Monthly,2018-10-05
CUST_2828,43.0,Female,Monthly,2018-10-07
CUST_2829,38.0,Male,Monthly,2021-11-25
CUST_2830,43.0,Male,Yearly,2023-01-26
CUST_2831,43.0,Female,Monthly,2022-06-25
CUST_2832,43.0,Male,Monthly,2021-02-17
CUST_2833,22.0,Male,Yearly,2020-04-16
CUST_2834,43.0,Male,Monthly,2021-12-05
CUST_2835,43.0,Female,Prepaid,2021-08-01
CUST_2836,38.0,Male,Prepaid,2018-12-28
CUST_2837,43.0,Female,Monthly,2023-05-17
CUST_2838,67.0,Female,Monthly,2022-02-08
CUST_2839,62.0,Female,Yearly,2022-08-31
CUST_2840,38.0,Male,Monthly,2018-04-22
CUST_2841,35.0,Female,Yearly,2021-01-04
CUST_2842,43.0,Female,Prepaid,2022-10-23
CUST_2843,62.0,Male,Monthly,2018-05-31
CUST_2844,49.0,Female,Yearly,2018-08-24
CUST_2845,43.0,Female,Prepaid,2019-04-08
CUST_2846,43.0,Male,Prepaid,2020-09-03
CUST_2847,52.0,Male,Prepaid,2019-06-16
CUST_2848,43.0,Female,Monthly,2018-08-28
CUST_2849,28.0,Male,Prepaid,2019-10-23
CUST_2850,38.0,Male,Monthly,2020-10-13
CUST_2851,69.0,Male,Prepaid,2022-04-26
CUST_2852,43.0,Female,Monthly,2018-03-26
CUST_2853,21.0,Female,Yearly,2021-02-16
CUST_2854,51.0,Male,Prepaid,2021-02-02
CUST_2855,69.0,Female,Prepaid,2020-11-18
CUST_2856,65.0,Male,Monthly,2019-07-08
CUST_2857,35.0,Male,Monthly,2019-04-15
CUST_2858,57.0,Male,Prepaid,2021-03-21
CUST_2859,52.0,Male,Monthly,2019-05-05
CUST_2860,58.0,Male,Yearly,2020-06-15
CUST_2861,46.0,Female,Prepaid,2019-12-24
CUST_2862,69.0,Female,Prepaid,2020-01-22
CUST_2863,43.0,Female,Monthly,2019-10-03
CUST_2864,55.0,Female,Monthly,2021-10-08
CUST_2865,59.0,Male,Prepaid,2021-08-22
CUST_2866,38.0,Male,Monthly,2022-08-17
CUST_2867,59.0,Female,Yearly,2019-04-24
CUST_2868,30.0,Female,Prepaid,2019-09-01
CUST_2869,43.0,Male,Monthly,2018-02-27
CUST_2870,43.0,Male,Prepaid,2022-07-07
CUST_2871,34.0,Male,Monthly,2018-09-29
CUST_2872,26.0,Female,Monthly,2022-09-06
CUST_2873,58.0,Male,Monthly,2020-03-03
CUST_2874,18.0,Male,Monthly,2020-06-08
CUST_2875,19.0,Female,Prepaid,2021-12-14
CUST_2876,65.0,Female,Monthly,2023-02-28
CUST_2877,46.0,Female,Monthly,2018-03-02
CUST_2878,50.0,Male,Prepaid,2022-03-05
CUST_2879,43.0,Male,Yearly,2021-06-30
CUST_2880,67.0,Female,Prepaid,2021-03-01
CUST_2881,57.0,Male,Monthly,2022-08-19
CUST_2882,43.0,Male,Prepaid,2022-01-24
CUST_2883,43.0,Male,Monthly,2023-06-18
CUST_2884,43.0,Female,Prepaid,2020-05-26
CUST_2885,43.0,Female,Prepaid,2022-04-01
CUST_2886,25.0,Male,Prepaid,2022-10-07
CUST_2887,43.0,Male,Monthly,2020-07-10
CUST_2888,43.0,Male,Monthly,2023-01-17
CUST_2889,66.0,Male,Monthly,2019-01-05
CUST_2890,32.0,Female,Yearly,2019-04-25
CUST_2891,34.0,Female,Yearly,2022-01-18
CUST_2892,40.0,Male,Monthly,2020-09-26
CUST_2893,43.0,Male,Monthly,2022-06-21
CUST_2894,43.0,Female,Prepaid,2019-12-04
CUST_2895,43.0,Male,Yearly,2019-02-09
CUST_2896,43.0,Female,Yearly,2018-04-19
CUST_2897,49.0,Male,Prepaid,2021-05-19
CUST_2898,61.0,Female,Monthly,2020-09-04
CUST_2899,18.0,Male,Yearly,2019-12-18
CUST_2900,43.0,Male,Prepaid,2019-02-10
CUST_2901,43.0,Female,Prepaid,2020-11-22
CUST_2902,25.0,Female,Prepaid,2020-02-11
CUST_2903,43.0,Male,Prepaid,2021-11-29
CUST_2904,25.0,Male,Prepaid,2022-03-07
CUST_2905,40.0,Female,Prepaid,2018-09-06
CUST_2906,60.0,Female,Prepaid,2022-02-04
CUST_2907,18.0,Male,Yearly,2019-11-17
CUST_2908,62.0,Male,Prepaid,2018-11-28
CUST_2909,43.0,Female,Monthly,2019-10-10
CUST_2910,43.0,Female,Prepaid,2022-02-25
CUST_2911,52.0,Female,Prepaid,2018-08-12
CUST_2912,41.0,Female,Yearly,2022-04-18
CUST_2913,43.0,Female,Yearly,2023-06-05
CUST_2914,22.0,Male,Monthly,2019-09-25
CUST_2915,37.0,Male,Monthly,2021-10-01
CUST_2916,38.0,Female,Monthly,2019-11-28
CUST_2917,43.0,Male,Prepaid,2022-09-17
CUST_2918,48.0,Male,Prepaid,2019-07-31
CUST_2919,63.0,Female,Monthly,2019-01-27
CUST_2920,53.0,Male,Yearly,2021-02-08
CUST_2921,28.0,Male,Prepaid,2021-08-24
CUST_2922,69.0,Male,Monthly,2019-06-15
CUST_2923,32.0,Female,Prepaid,2023-05-04
CUST_2924,36.0,Female,Prepaid,2023-01-04
CUST_2925,24.0,Male,Monthly,2020-03-29
CUST_2926,68.0,Male,Prepaid,2022-10-05
CUST_2927,45.0,Male,Yearly,2020-04-14
CUST_2928,68.0,Male,Monthly,2020-03-16
CUST_2929,43.0,Male,Prepaid,2022-10-25
CUST_2930,22.0,Male,Monthly,2020-07-10
CUST_2931,22.0,Female,Monthly,2019-05-02
CUST_2932,43.0,Male,Prepaid,2023-01-14
CUST_2933,49.0,Male,Monthly,2019-03-12
CUST_2934,25.0,Female,Monthly,2022-10-12
CUST_2935,27.0,Male,Prepaid,2018-07-16
CUST_2936,43.0,Male,Yearly,2021-10-15
CUST_2937,64.0,Male,Prepaid,2022-01-17
CUST_2938,49.0,Male,Prepaid,2020-05-12
CUST_2939,65.0,Female,Monthly,2021-08-25
CUST_2940,45.0,Male,Prepaid,2018-07-18
CUST_2941,43.0,Female,Monthly,2018-04-22
CUST_2942,48.0,Male,Monthly,2018-03-31
CUST_2943,43.0,Male,Prepaid,2020-02-23
CUST_2944,57.0,Female,Yearly,2020-11-09
CUST_2945,43.0,Male,Monthly,2020-03-31
CUST_2946,26.0,Female,Monthly,2018-07-17
CUST_2947,43.0,Female,Prepaid,2018-04-10
CUST_2948,32.0,Female,Prepaid,2019-03-31
CUST_2949,67.0,Male,Monthly,2019-06-26
CUST_2950,43.0,Male,Yearly,2020-03-30
CUST_2951,43.0,Male,Prepaid,2020-01-14
CUST_2952,53.0,Male,Monthly,2019-02-08
CUST_2953,21.0,Female,Monthly,2018-09-03
CUST_2954,43.0,Male,Prepaid,2021-05-28
CUST_2955,58.0,Male,Monthly,2018-02-02
CUST_2956,58.0,Female,Prepaid,2020-06-23
CUST_2957,42.0,Female,Prepaid,2020-11-11
CUST_2958,43.0,Male,Prepaid,2022-02-24
CUST_2959,43.0,Female,Prepaid,2022-06-20
CUST_2960,43.0,Female,Prepaid,2022-02-22
CUST_2961,43.0,Female,Yearly,2019-04-15
CUST_2962,29.0,Female,Monthly,2019-05-03
CUST_2963,44.0,Female,Prepaid,2022-06-27
CUST_2964,57.0,Male,Monthly,2023-02-25
CUST_2965,19.0,Male,Monthly,2021-10-28
CUST_2966,30.0,Male,Prepaid,2018-03-11
CUST_2967,43.0,Male,Prepaid,2018-05-24
CUST_2968,48.0,Male,Prepaid,2018-02-27
CUST_2969,33.0,Male,Prepaid,2020-08-11
CUST_2970,49.0,Male,Yearly,2020-07-07
CUST_2971,49.0,Female,Monthly,2018-11-30
CUST_2972,43.0,Male,Yearly,2023-01-29
CUST_2973,28.0,Male,Monthly,2022-02-03
CUST_2974,27.0,Male,Prepaid,2018-01-29
CUST_2975,43.0,Female,Yearly,2023-05-06
CUST_2976,43.0,Male,Prepaid,2021-11-30
CUST_2977,57.0,Male,Prepaid,2021-09-02
CUST_2978,35.0,Female,Monthly,2019-02-23
CUST_2979,26.0,Male,Prepaid,2021-08-24
CUST_2980,42.0,Male,Prepaid,2022-02-19
CUST_2981,57.0,Female,Monthly,2021-06-12
CUST_2982,31.0,Male,Yearly,2023-01-07
CUST_2983,43.0,Female,Prepaid,2023-05-23
CUST_2984,67.0,Male,Prepaid,2020-08-14
CUST_2985,39.0,Male,Monthly,2022-11-22
CUST_2986,69.0,Male,Monthly,2021-06-15
CUST_2987,43.0,Female,Prepaid,2023-03-03
CUST_2988,43.0,Female,Yearly,2022-06-02
CUST_2989,38.0,Female,Monthly,2020-02-09
CUST_2990,43.0,Male,Monthly,2018-07-27
CUST_2991,43.0,Male,Yearly,2018-04-03
CUST_2992,43.0,Female,Yearly,2020-03-18
CUST_2993,43.0,Female,Prepaid,2022-10-22
CUST_2994,66.0,Male,Prepaid,2022-01-09
CUST_2995,38.0,Male,Monthly,2018-07-24
CUST_2996,52.0,Male,Yearly,2020-01-07
CUST_2997,43.0,Male,Monthly,2023-03-02
CUST_2998,43.0,Female,Monthly,2018-02-26
CUST_2999,56.0,Male,Monthly,2019-12-08
CUST_3000,43.0,Male,Prepaid,2022-04-30
CUST_3001,29.0,Male,Yearly,2018-08-29
CUST_3002,58.0,Male,Monthly,2021-07-01
CUST_3003,64.0,Male,Yearly,2023-06-10
CUST_3004,35.0,Male,Monthly,2022-08-30
CUST_3005,43.0,Male,Yearly,2020-08-02
CUST_3006,30.0,Female,Prepaid,2019-09-18
CUST_3007,38.0,Female,Monthly,2020-12-09
CUST_3008,43.0,Female,Yearly,2018-11-08
CUST_3009,63.0,Male,Monthly,2022-03-05
CUST_3010,57.0,Female,Monthly,2021-06-04
CUST_3011,63.0,Male,Prepaid,2023-05-12
CUST_3012,24.0,Male,Monthly,2020-03-31
CUST_3013,43.0,Male,Yearly,2018-09-27
CUST_3014,61.0,Male,Prepaid,2022-12-15
CUST_3015,43.0,Female,Monthly,2022-10-24
CUST_3016,28.0,Male,Monthly,2021-06-25
CUST_3017,39.0,Male,Prepaid,2020-05-23
CUST_3018,43.0,Female,Prepaid,2021-12-07
CUST_3019,43.0,Female,Monthly,2020-02-05
CUST_3020,42.0,Female,Prepaid,2020-08-23
CUST_3021,39.0,Male,Yearly,2019-11-18
CUST_3022,43.0,Female,Monthly,2018-06-03
CUST_3023,46.0,Male,Prepaid,2023-02-02
CUST_3024,30.0,Male,Prepaid,2018-11-14
CUST_3025,43.0,Female,Monthly,2023-03-22
CUST_3026,43.0,Female,Monthly,2018-01-14
CUST_3027,43.0,Female,Prepaid,2021-05-20
CUST_3028,43.0,Male,Monthly,2019-08-06
CUST_3029,32.0,Male,Yearly,2023-02-11
CUST_3030,43.0,Male,Prepaid,2019-02-07
CUST_3031,43.0,Male,Prepaid,2018-08-17
CUST_3032,67.0,Male,Yearly,2021-10-22
CUST_3033,43.0,Male,Prepaid,2021-06-03
CUST_3034,32.0,Female,Yearly,2022-12-18
CUST_3035,68.0,Male,Prepaid,2020-07-08
CUST_3036,40.0,Female,Prepaid,2018-03-07
CUST_3037,41.0,Female,Prepaid,2019-07-27
CUST_3038,61.0,Female,Prepaid,2018-02-09
CUST_3039,30.0,Female,Prepaid,2019-07-17
CUST_3040,39.0,Female,Prepaid,2019-10-31
CUST_3041,60.0,Male,Prepaid,2019-04-09
CUST_3042,54.0,Male,Prepaid,2021-11-23
CUST_3043,50.0,Male,Monthly,2021-03-05
CUST_3044,20.0,Male,Yearly,2020-08-09
CUST_3045,43.0,Female,Yearly,2021-08-01
CUST_3046,40.0,Female,Monthly,2021-11-10
CUST_3047,43.0,Female,Yearly,2020-06-14
CUST_3048,47.0,Male,Prepaid,2021-03-22
CUST_3049,56.0,Male,Prepaid,2023-05-25
CUST_3050,43.0,Male,Prepaid,2019-03-13
CUST_3051,64.0,Male,Monthly,2021-09-24
CUST_3052,42.0,Female,Yearly,2019-05-22
CUST_3053,54.0,Female,Monthly,2020-09-14
CUST_3054,43.0,Male,Prepaid,2019-10-11
CUST_3055,43.0,Male,Monthly,2022-08-29
CUST_3056,59.0,Female,Prepaid,2021-03-26
CUST_3057,33.0,Female,Monthly,2022-03-09
CUST_3058,43.0,Female,Monthly,2020-09-04
CUST_3059,18.0,Female,Prepaid,2022-05-22
CUST_3060,43.0,Male,Prepaid,2023-04-05
CUST_3061,22.0,Female,Monthly,2023-05-20
CUST_3062,20.0,Female,Monthly,2021-06-12
CUST_3063,43.0,Female,Prepaid,2023-05-04
CUST_3064,21.0,Female,Monthly,2022-04-18
CUST_3065,57.0,Male,Yearly,2023-01-26
CUST_3066,52.0,Male,Prepaid,2023-01-13
CUST_3067,49.0,Male,Prepaid,2020-12-22
CUST_3068,59.0,Male,Monthly,2020-09-29
CUST_3069,51.0,Male,Monthly,2021-10-23
CUST_3070,60.0,Male,Prepaid,2020-05-11
CUST_3071,43.0,Female,Prepaid,2021-10-14
CUST_3072,27.0,Female,Prepaid,2019-05-29
CUST_3073,38.0,Female,Monthly,2018-04-02
CUST_3074,43.0,Female,Prepaid,2021-09-08
CUST_3075,56.0,Male,Monthly,2019-05-19
CUST_3076,44.0,Female,Yearly,2018-07-05
CUST_3077,44.0,Male,Yearly,2018-05-05
CUST_3078,19.0,Female,Monthly,2020-01-12
CUST_3079,58.0,Female,Monthly,2021-06-26
CUST_3080,43.0,Female,Yearly,2020-10-12
CUST_3081,43.0,Male,Yearly,2020-08-04
CUST_3082,26.0,Female,Yearly,2020-02-21
CUST_3083,69.0,Male,Prepaid,2018-07-03
CUST_3084,43.0,Male,Prepaid,2018-12-02
CUST_3085,39.0,Female,Yearly,2020-11-03
CUST_3086,59.0,Male,Yearly,2023-03-18
CUST_3087,43.0,Male,Monthly,2021-10-15
CUST_3088,29.0,Female,Yearly,2018-09-25
CUST_3089,43.0,Female,Monthly,2021-11-08
CUST_3090,31.0,Female,Monthly,2022-09-16
CUST_3091,31.0,Female,Prepaid,2022-08-30
CUST_3092,51.0,Female,Monthly,2021-12-05
CUST_3093,37.0,Female,Monthly,2020-11-19
CUST_3094,43.0,Male,Yearly,2021-05-28
CUST_3095,43.0,Female,Monthly,2018-06-01
CUST_3096,68.0,Female,Yearly,2021-04-18
CUST_3097,43.0,Male,Yearly,2022-10-05
CUST_3098,23.0,Female,Prepaid,2018-02-19
CUST_3099,36.0,Male,Prepaid,2018-07-25
CUST_3100,43.0,Female,Monthly,2022-08-08
CUST_3101,21.0,Female,Prepaid,2019-12-19
CUST_3102,64.0,Male,Monthly,2022-07-16
CUST_3103,21.0,Female,Prepaid,2019-05-06
CUST_3104,37.0,Male,Prepaid,2022-11-29
CUST_3105,43.0,Female,Prepaid,2022-07-28
CUST_3106,41.0,Female,Prepaid,2021-11-10
CUST_3107,52.0,Male,Prepaid,2021-05-03
CUST_3108,43.0,Female,Yearly,2023-05-20
CUST_3109,43.0,Female,Prepaid,2018-08-24
CUST_3110,55.0,Male,Yearly,2023-03-11
CUST_3111,38.0,Female,Yearly,2020-04-04
CUST_3112,57.0,Male,Yearly,2022-11-13
CUST_3113,43.0,Female,Monthly,2020-01-31
CUST_3114,38.0,Male,Monthly,2018-05-04
CUST_3115,27.0,Female,Prepaid,2019-12-10
CUST_3116,55.0,Male,Prepaid,2020-11-08
CUST_3117,43.0,Male,Yearly,2021-11-14
CUST_3118,21.0,Female,Prepaid,2020-10-03
CUST_3119,43.0,Female,Yearly,2019-02-02
CUST_3120,37.0,Male,Monthly,2022-03-12
CUST_3121,34.0,Female,Monthly,2022-04-11
CUST_3122,24.0,Male,Prepaid,2022-03-10
CUST_3123,21.0,Female,Monthly,2019-07-11
CUST_3124,43.0,Female,Monthly,2020-03-19
CUST_3125,43.0,Male,Monthly,2018-08-01
CUST_3126,43.0,Male,Monthly,2019-03-16
CUST_3127,41.0,Female,Prepaid,2020-01-30
CUST_3128,54.0,Female,Prepaid,2021-01-24
CUST_3129,33.0,Female,Prepaid,2022-07-20
CUST_3130,69.0,Female,Prepaid,2021-12-04
CUST_3131,21.0,Female,Prepaid,2021-06-05
CUST_3132,41.0,Male,Prepaid,2020-01-11
CUST_3133,51.0,Female,Monthly,2019-08-10
CUST_3134,47.0,Female,Monthly,2023-02-19
CUST_3135,35.0,Male,Prepaid,2020-04-08
CUST_3136,43.0,Male,Monthly,2019-11-04
CUST_3137,43.0,Male,Monthly,2022-11-13
CUST_3138,36.0,Female,Monthly,2019-05-18
CUST_3139,66.0,Male,Monthly,2023-04-11
CUST_3140,43.0,Male,Prepaid,2021-11-15
CUST_3141,36.0,Male,Prepaid,2023-03-18
CUST_3142,43.0,Male,Prepaid,2020-06-20
CUST_3143,41.0,Female,Prepaid,2020-01-31
CUST_3144,62.0,Female,Monthly,2022-11-10
CUST_3145,29.0,Female,Yearly,2018-05-06
CUST_3146,47.0,Male,Prepaid,2020-01-02
CUST_3147,43.0,Male,Monthly,2019-01-19
CUST_3148,43.0,Male,Yearly,2023-05-24
CUST_3149,53.0,Male,Prepaid,2019-03-07
CUST_3150,43.0,Male,Yearly,2022-12-27
CUST_3151,65.0,Male,Prepaid,2018-01-19
CUST_3152,43.0,Female,Yearly,2018-03-18
CUST_3153,43.0,Female,Prepaid,2021-06-07
CUST_3154,47.0,Male,Prepaid,2022-03-05
CUST_3155,43.0,Female,Monthly,2021-09-05
CUST_3156,50.0,Male,Yearly,2020-06-24
CUST_3157,35.0,Male,Prepaid,2020-10-17
CUST_3158,43.0,Female,Monthly,2020-01-15
CUST_3159,66.0,Male,Monthly,2021-12-03
CUST_3160,45.0,Female,Prepaid,2020-07-02
CUST_3161,64.0,Male,Monthly,2018-09-21
CUST_3162,28.0,Male,Monthly,2019-08-29
CUST_3163,43.0,Female,Prepaid,2023-02-17
CUST_3164,43.0,Male,Monthly,2023-06-07
CUST_3165,43.0,Male,Yearly,2019-05-21
CUST_3166,23.0,Male,Monthly,2020-09-07
CUST_3167,21.0,Female,Yearly,2020-05-02
CUST_3168,43.0,Male,Prepaid,2021-08-20
CUST_3169,65.0,Male,Prepaid,2018-07-15
CUST_3170,43.0,Male,Yearly,2020-01-05
CUST_3171,43.0,Female,Yearly,2022-05-07
CUST_3172,32.0,Female,Prepaid,2021-05-08
CUST_3173,43.0,Female,Prepaid,2020-10-26
CUST_3174,64.0,Female,Yearly,2021-02-04
CUST_3175,43.0,Female,Prepaid,2022-11-16
CUST_3176,28.0,Male,Prepaid,2021-03-17
CUST_3177,56.0,Female,Monthly,2021-11-26
CUST_3178,26.0,Female,Yearly,2021-07-29
CUST_3179,43.0,Male,Monthly,2019-10-06
CUST_3180,43.0,Female,Monthly,2019-07-26
CUST_3181,43.0,Male,Prepaid,2019-02-05
CUST_3182,43.0,Female,Monthly,2018-07-22
CUST_3183,43.0,Male,Prepaid,2021-09-05
CUST_3184,67.0,Male,Yearly,2019-08-14
CUST_3185,20.0,Female,Monthly,2018-12-27
CUST_3186,43.0,Female,Monthly,2023-01-05
CUST_3187,60.0,Male,Yearly,2018-04-22
CUST_3188,43.0,Male,Prepaid,2021-07-22
CUST_3189,47.0,Male,Yearly,2022-11-18
CUST_3190,62.0,Male,Prepaid,2018-08-15
CUST_3191,23.0,Male,Prepaid,2019-05-18
CUST_3192,34.0,Male,Prepaid,2021-11-25
CUST_3193,43.0,Male,Yearly,2021-07-12
CUST_3194,68.0,Female,Yearly,2022-02-01
CUST_3195,36.0,Male,Prepaid,2020-07-10
CUST_3196,43.0,Female,Prepaid,2021-06-29
CUST_3197,52.0,Female,Yearly,2020-05-04
CUST_3198,43.0,Male,Prepaid,2023-04-27
CUST_3199,43.0,Male,Monthly,2018-03-20
CUST_3200,68.0,Female,Monthly,2022-08-10
CUST_3201,22.0,Male,Yearly,2019-11-22
CUST_3202,43.0,Male,Monthly,2022-10-06
CUST_3203,54.0,Female,Monthly,2018-10-18
CUST_3204,37.0,Female,Yearly,2018-02-15
CUST_3205,43.0,Female,Prepaid,2022-01-22
CUST_3206,38.0,Male,Prepaid,2018-05-30
CUST_3207,27.0,Male,Prepaid,2018-04-06
CUST_3208,22.0,Female,Yearly,2018-09-04
CUST_3209,53.0,Male,Monthly,2020-06-15
CUST_3210,23.0,Female,Prepaid,2023-05-07
CUST_3211,43.0,Male,Monthly,2019-04-19
CUST_3212,21.0,Female,Monthly,2020-07-11
CUST_3213,56.0,Male,Yearly,2023-01-23
CUST_3214,56.0,Female,Prepaid,2021-01-28
CUST_3215,67.0,Male,Monthly,2019-04-01
CUST_3216,43.0,Male,Monthly,2020-10-02
CUST_3217,18.0,Female,Prepaid,2018-10-14
CUST_3218,41.0,Male,Yearly,2021-07-29
CUST_3219,53.0,Male,Prepaid,2019-05-09
CUST_3220,23.0,Female,Monthly,2021-10-17
CUST_3221,43.0,Male,Monthly,2020-11-05
CUST_3222,63.0,Male,Monthly,2019-02-01
CUST_3223,61.0,Male,Prepaid,2021-11-26
CUST_3224,48.0,Female,Yearly,2020-03-08
CUST_3225,37.0,Female,Prepaid,2021-01-03
CUST_3226,41.0,Female,Monthly,2018-08-17
CUST_3227,42.0,Female,Monthly,2020-03-22
CUST_3228,53.0,Female,Yearly,2019-04-16
CUST_3229,38.0,Male,Monthly,2018-02-19
CUST_3230,47.0,Male,Prepaid,2023-03-27
CUST_3231,41.0,Female,Yearly,2022-11-30
CUST_3232,61.0,Male,Prepaid,2021-09-02
CUST_3233,43.0,Male,Prepaid,2022-09-15
CUST_3234,47.0,Male,Yearly,2020-09-11
CUST_3235,39.0,Male,Monthly,2018-12-19
CUST_3236,43.0,Female,Prepaid,2020-07-27
CUST_3237,24.0,Female,Monthly,2018-05-13
CUST_3238,43.0,Male,Prepaid,2023-02-04
CUST_3239,45.0,Male,Prepaid,2022-11-09
CUST_3240,43.0,Female,Prepaid,2018-06-05
CUST_3241,27.0,Male,Monthly,2019-04-03
CUST_3242,43.0,Male,Monthly,2021-04-20
CUST_3243,33.0,Male,Monthly,2022-01-20
CUST_3244,48.0,Female,Prepaid,2018-08-14
CUST_3245,59.0,Female,Monthly,2023-03-14
CUST_3246,42.0,Male,Monthly,2018-04-03
CUST_3247,30.0,Male,Monthly,2023-01-20
CUST_3248,43.0,Male,Yearly,2019-07-15
CUST_3249,61.0,Male,Monthly,2021-12-25
CUST_3250,43.0,Male,Monthly,2022-10-15
CUST_3251,62.0,Male,Yearly,2022-05-03
CUST_3252,53.0,Female,Monthly,2023-01-04
CUST_3253,43.0,Female,Monthly,2018-03-26
CUST_3254,37.0,Male,Monthly,2021-05-22
CUST_3255,35.0,Female,Prepaid,2019-06-30
CUST_3256,60.0,Male,Monthly,2018-04-19
CUST_3257,38.0,Male,Monthly,2022-01-19
CUST_3258,21.0,Female,Prepaid,2019-07-20
CUST_3259,67.0,Female,Prepaid,2019-09-29
CUST_3260,50.0,Male,Yearly,2020-04-13
CUST_3261,43.0,Male,Monthly,2022-05-30
CUST_3262,24.0,Female,Prepaid,2020-12-26
CUST_3263,23.0,Female,Prepaid,2019-05-12
CUST_3264,32.0,Male,Monthly,2019-11-03
CUST_3265,35.0,Male,Prepaid,2020-01-21
CUST_3266,43.0,Male,Prepaid,2018-07-11
CUST_3267,43.0,Female,Monthly,2020-11-27
CUST_3268,37.0,Male,Monthly,2019-09-24
CUST_3269,41.0,Female,Prepaid,2021-08-24
CUST_3270,32.0,Male,Prepaid,2022-11-25
CUST_3271,65.0,Female,Monthly,2021-03-10
CUST_3272,24.0,Female,Prepaid,2018-04-01
CUST_3273,43.0,Female,Prepaid,2018-10-17
CUST_3274,59.0,Female,Prepaid,2021-10-17
CUST_3275,43.0,Male,Prepaid,2019-04-22
CUST_3276,43.0,Female,Prepaid,2020-07-13
CUST_3277,31.0,Female,Yearly,2023-02-27
CUST_3278,54.0,Female,Prepaid,2023-04-09
CUST_3279,38.0,Male,Prepaid,2018-02-18
CUST_3280,43.0,Male,Prepaid,2022-10-19
CUST_3281,22.0,Male,Monthly,2022-04-23
CUST_3282,20.0,Male,Yearly,2021-07-13
CUST_3283,40.0,Male,Monthly,2021-04-07
CUST_3284,43.0,Male,Yearly,2022-06-10
CUST_3285,43.0,Female,Prepaid,2018-02-16
CUST_3286,41.0,Female,Yearly,2021-11-11
CUST_3287,43.0,Female,Prepaid,2019-04-06
CUST_3288,36.0,Male,Prepaid,2019-06-02
CUST_3289,68.0,Female,Prepaid,2019-07-03
CUST_3290,43.0,Female,Prepaid,2021-10-15
CUST_3291,38.0,Male,Monthly,2020-11-25
CUST_3292,43.0,Female,Monthly,2019-02-11
CUST_3293,58.0,Male,Monthly,2023-03-19
CUST_3294,50.0,Female,Prepaid,2022-10-20
CUST_3295,43.0,Male,Monthly,2020-01-15
CUST_3296,21.0,Male,Prepaid,2018-06-24
CUST_3297,43.0,Male,Monthly,2023-01-02
CUST_3298,24.0,Female,Prepaid,2021-09-23
CUST_3299,39.0,Female,Prepaid,2021-11-14
CUST_3300,50.0,Male,Monthly,2021-01-27
CUST_3301,43.0,Male,Yearly,2023-04-04
CUST_3302,41.0,Female,Monthly,2020-05-12
CUST_3303,51.0,Female,Prepaid,2021-01-17
